SMILES,ID,is_active
CC(C)(C(=O)[O-])N(C)c1c2cnn(c2ncn1)C,C61171315,0
c1ncn(n1)CC(=O)N2CC[C@H](C2)C(=O)[O-],C62117664,0
[C@@H](C(=C(Cl)Cl)Cl)(C(=O)[O-])[N+](=O)[O-],C03122192,0
C1CC[N+]([C@H](C1)C(=O)[O-])(CCC#N)[O-],C01701529,0
COC(=O)c1ccc(cc1)[S@@](=O)[O-],C05355476,0
c1ccc2c(c1)C(=CC(=O)C2=O)S(=O)(=O)[O-],C01669713,0
c1cc2nccn2cc1S(=O)(=O)[O-],C06184625,0
CC1(C[C@@]2(CCO1)[C@@H](CC(=O)O2)C(=O)[O-])C,C00306563,0
CC1([C@@H]2CC[C@]1(C(=O)C2)C[S@@](=O)[O-])C,C05742312,0
C/C(=N/OS(=O)(=O)[O-])/c1ccccc1,C17020599,0
CC(=O)c1c(n(c(=S)n(c1=O)C)C)[O-],C00453034,0
c1ccnc(c1)CCCS(=O)(=O)[O-],C34295868,0
C1C[C@H](CC=C1)C(=O)N2CCN(CC2)CC(=O)[O-],C35680253,0
CCN(CC(=O)[O-])c1cc(ccn1)C#N,C38017378,0
CCN(CC(=O)[O-])c1ccc(cn1)C#N,C38017381,0
c1cc2cc(cnc2c(c1)S(=O)(=O)[O-])F,C39140300,0
CCC1=C(C(=N[C@@H]1C(=O)[O-])C)C(=O)C,C39567433,0
C[C@H]1CCC[C@](C1)(C(=O)[O-])N2C(=O)C[C@@H](C2=O)C,C41035009,0
C[C@H]1CCC[C@@](C1)(C(=O)[O-])N2C(=O)CCC2=O,C41666070,0
C[C@@H]1CCCC[C@]1(C(=O)[O-])N2CCOC2=O,C41907518,0
C1CSCCC1(C(=O)[O-])N2CCOC2=O,C41908006,0
c1ccc2c(c1)CC(C2)(C(=O)[O-])N3CCSC3=O,C41915220,0
Cc1nnc(n1C2CC2)CCC(=O)[O-],C42031652,0
c1cc(cnc1)n2cc(ccc2=O)C(=O)[O-],C43671916,0
CC[C@@H](C(=O)[O-])N(C)C(=O)c1cc(oc1C)C,C44611780,0
CC[C@@H](C(=O)[O-])N(C)S(=O)(=O)C,C44618625,0
Cc1csc(n1)CN2C[C@@H](CC2=O)C(=O)[O-],C49533697,0
C1CC1(C(=O)N2CCS(=O)CC2)C(=O)[O-],C50292305,0
CC(C)[S@@](=O)C[C@@H]1CC[C@@H](O1)C(=O)[O-],C51395892,0
C1CCC(C1)(C(=O)[O-])N2C(=O)[C@H]3CC=CC[C@@H]3C2=O,C41032860,0
CC1CCC(CC1)(C(=O)[O-])N2CCCS2(=O)=O,C41665977,0
CC[C@@](C)(C(=O)[O-])N1C(=O)C[C@@H](C1=O)C,C41918048,0
CC[C@](C)(C(=O)[O-])N1C(=O)C[C@@H](C1=O)C,C41918050,0
Cn1cc(cn1)C[S@@](=O)CC(=O)[O-],C50543454,0
CC(C)(C(=O)[O-])N(C)C(=O)c1cccn1C2CC2,C61151165,0
CC(C)(C(=O)[O-])N(C)C(=O)c1cccc(n1)Cl,C61151207,0
CC(C)S(=O)(=O)N(C)C(C)(C)C(=O)[O-],C61151989,0
CCN(C(C)(C)C(=O)[O-])S(=O)(=O)C,C61152182,0
Cc1ccc(c(n1)N(C)C(C)(C)C(=O)[O-])C#N,C61171071,0
CC(C)(C(=O)[O-])N(C)c1cccnn1,C61171134,0
CC(C)(C(=O)[O-])N(C)c1cnccn1,C61171340,0
CC(C)(C(=O)[O-])N(C)C(=O)N1CCCSCC1,C61174725,0
C1C[C@@](CSC1)(C(=O)[O-])N2C(=O)CSC2=O,C61588167,0
c1cnc(=O)n(c1)[C@@]2(CCCSC2)C(=O)[O-],C61588181,0
C1CC(=O)N(C1)[C@@]2(CCCSC2)C(=O)[O-],C61588187,0
C1COCCC1S(=O)(=O)CC(=O)[O-],C62053470,0
CCC[C@](C)(C(=O)[O-])N1CCn2ccnc2C1,C62330075,0
C[C@@H]1CC(=O)N(C1)[C@@](C)(COC)C(=O)[O-],C62817265,0
C[C@H]1CC(=O)N(C1)[C@@]2(CCSC2)C(=O)[O-],C62817316,0
C/N=C\1/N(C(=O)[C@@H](S1)CC(=O)[O-])C,C16711361,0
C[C@H](CC#N)N(C)C(=O)/C=C/C(=O)[O-],C63087326,0
C1C=CN=C2[C@H]1C=C[C@@H]3C2=NC=C(C3=O)C(=O)[O-],C64858385,0
Cn1c(csc1=S)CC(=O)[O-],C01589202,0
c1cc2c(cc1S(=O)(=O)[O-])nc3n2CCC3,C01820336,0
Cc1cc(cc(c1)S(=O)(=O)[O-])C,C02013569,0
C1[C@@H]([C@@H](OC1=O)C(Cl)(Cl)Cl)C(=O)[O-],C01593205,0
Cc1ccc(c(c1)S(=O)(=O)[O-])C,C02013572,0
c1cc(ncc1C(=O)[O-])n2ccnc2,C02508500,0
C1C[C@@]2(N(C1=O)CCS2)C(=O)[O-],C02619075,0
Cc1c([n+](cn1[C@@H](C(C)C)C(=O)[O-])[O-])C,C04350251,0
CC(=O)N1CCC[C@](CC1)(C)C(=O)[O-],C16696782,0
c1ccc(cc1)C2=C(C(=O)CC2=O)[O-],C17724502,0
C=CC(=O)N1CCC(CC1)C(=O)[O-],C19432151,0
C[C@@H](C(=O)[O-])SCCN1CCOCC1,C19840662,0
Cc1ncc(c(n1)N2CCCC2)C(=O)[O-],C20385820,0
C1CCC2(C1)CC(=O)N(C(=O)C2)CCC(=O)[O-],C26438604,0
CC1CCN(CC1)C(=O)c2[n-]ncn2,C06755589,0
c1cc(sc1C(=O)[O-])N2C(=O)CCCC2=O,C35427038,0
Cn1c(=S)sc(n1)SCC(=O)[O-],C03645005,0
c1ccc(cc1)N2C(=O)C(=NC2=O)[O-],C04207452,0
CCc1c(n(c(=O)n(c1=O)C)C)[O-],C38648027,0
CC(=O)N1CCC(CC1)(C)C(=O)[O-],C39126357,0
C1=CN=C2C(=C(C=N2)C(=O)[O-])[C@@H]1C#N,C39133367,0
C1=CN=C2C(=C(C=N2)C(=O)[O-])[C@H]1C#N,C39133368,0
CCN1[C@H](N=C2C1=NC=NC2=O)[S-],C39314864,0
C[C@@H]1[C@@]([C@@H](C(=O)O1)CC(=O)[O-])(C)Br,C39951574,0
Cc1nc2cc(cnc2n1C)C(=O)[O-],C40449314,0
CCOC1CCN(CC1)C(=O)/C=C/C(=O)[O-],C40689654,0
CC[S@@](=O)Cc1csc(n1)C(=O)[O-],C40957589,0
Cc1c(sc(n1)C)/C(=N/S(=O)(=O)C)/[O-],C42280744,0
CCCCN1C(=O)CC(=N1)C(=O)[O-],C42411274,0
CC[C@@H](C(=O)[O-])N(C)c1cc(ncn1)C,C44618956,0
C1C[C@H]2C[C@@H]1CN2C(=O)/C=C/C(=O)[O-],C49716254,0
C1C[C@@H]2C[C@H]1CN2C(=O)/C=C/C(=O)[O-],C49716255,0
CCN1CCN(CC1)C(=O)C2(CCC2)C(=O)[O-],C50290609,0
C[C@@H]1CN(CC(O1)(C)C)C(=O)C2(CC2)C(=O)[O-],C50303696,0
C1COC[C@@]1(CN2CCOCC2)C(=O)[O-],C51286569,0
CC[S@](=O)C[C@@H]1CC[C@@H](O1)C(=O)[O-],C51395817,0
CC#CCN1C(=O)CCC(=N1)C(=O)[O-],C51664114,0
c1c(nc(s1)[C@H]2CCOC2)CC(=O)[O-],C51691200,0
C1COCCC1C2=NO[C@H](C2)C(=O)[O-],C52175826,0
CC[C@@H](C(=O)[O-])N(C)C(=O)C(C)(C)CC,C54401926,0
c1ccn(c(=O)c1)Cc2nc(cs2)C(=O)[O-],C58235550,0
CCN(C(=O)C[C@H]1CCC=C1)C(C)(C)C(=O)[O-],C61149143,0
CCC[C@](C)(C(=O)[O-])N1C[C@H](CC1=O)C,C62817290,0
C[C@@H]1CCCC[C@@]1(C(=O)[O-])N2C[C@@H](CC2=O)C,C62817327,0
C[C@H]1CCC[C@](C1)(C(=O)[O-])N2C[C@@H](CC2=O)C,C62817338,0
CC[C@@]1(CCCN(C1)C(=O)C)C(=O)[O-],C62869589,0
CC[C@@]1(CCCN(C1)C=O)C(=O)[O-],C62870103,0
Cc1ccc(cn1)C(=O)N2CC[C@@](C2)(C)C(=O)[O-],C62912733,0
CCC1=NC(=O)[C@H](C=C1C(=O)[O-])C#N,C63448208,0
Cc1c(cc[n+](c1C(=O)[O-])[O-])Cl,C65739322,0
C[C@]1(CCCC=C1C(=O)[O-])C(=O)[O-],C02048576,0
C(CC(=O)[O-])CS/C=C\C(=O)[O-],C04776060,0
c1c(ncnc1C(=O)[O-])C(=O)[O-],C04798976,0
C[NH+](CP(=O)([O-])[O-])CP(=O)([O-])[O-],C05319514,0
c1c(c(ncn1)C(=O)[O-])C(=O)[O-],C01611845,0
C1[C@H]([C@H](OC1=O)C(=O)[O-])C(=O)[O-],C00391118,0
C1[C@@H]([C@H](OC1=O)C(=O)[O-])C(=O)[O-],C00391120,0
CC(C)(C)Sc1cc(sc1C(=O)[O-])C(=O)[O-],C00115895,0
C(=C(/C(=O)[O-])\Br)\C(=O)[O-],C13525598,0
C/C(=C\[C@H]1[C@H](C1(C)C)C(=O)[O-])/C(=O)[O-],C14982505,0
c1cc(ccc1c2n[n-]nn2)C(=O)[O-],C00094366,0
c1(c(nsn1)C(=O)[O-])C(=O)[O-],C01231760,0
Cc1c(ccc(c1[O-])[N+](=O)[O-])[O-],C01583311,0
Cc1ccc(o1)C=C(C(=O)[O-])C(=O)[O-],C01642491,0
Cc1c(c(c(c(c1C(=O)[O-])C)C(=O)[O-])C)C(=O)[O-],C03847162,0
CC(C)[C@@]1(CC[C@@](O1)(C)C(=O)[O-])C(=O)[O-],C03846255,0
Cc1c(nc(c(n1)C(=O)[O-])C(=O)[O-])C,C04343255,0
C1=C[C@@H]([C@H](C=C1)C(=O)[O-])C(=O)[O-],C04962653,0
C[C@]1(CC(=CC[C@H]1C(=O)[O-])Cl)C(=O)[O-],C05014650,0
Cn1c2ccc(cc2cc1P(=O)([O-])[O-])C(=O)[O-],C19772493,0
Cc1c(cn2c(n1)cc(n2)[O-])C(=O)[O-],C20342904,0
c1ccc2c(c1)C(=O)c3cccc(c3C2=O)P(=O)([O-])[O-],C22113149,0
CC(C)(C)c1c(nc2nnc(n2n1)[S-])[O-],C26443363,0
Cc1cc2cc(nc(n2c1C(=O)[O-])[O-])C,C28324453,0
CCCSc1nc(cc(n1)[O-])CC(=O)[O-],C32918850,0
C[C@]1(CC=CC[C@@H]1C(=O)[O-])C(=O)[O-],C33607543,0
c1cc(oc1)c2nc3cc(nn3c(n2)[S-])[O-],C04772668,0
c1c(cncc1C(=O)[O-])C(=O)[O-],C00035806,0
Cc1cccc(c1)n2c(c(c(nc2=S)[O-])C)[O-],C13465274,0
C([C@@H](C(=O)[O-])Sc1nnc(s1)[S-])C(=O)[O-],C15923504,0
c1cc2c(cc(c(c2nc1)[O-])I)S(=O)(=O)[O-],C19336232,0
Cc1c(c(sc1C(=O)[O-])C(=O)[O-])C,C39279112,0
C(C(C(=O)[O-])C(=O)[O-])C(F)F,C42750800,0
CC(=CCC(CC=C(C)C)(C(=O)[O-])C(=O)[O-])C,C44226997,0
C1=C[C@H]2[C@@H]1[C@@H]([C@@H]2C(=O)[O-])C(=O)[O-],C45070224,0
C1C[P@@](=O)(C[P@@](=O)(C1)[O-])[O-],C18045201,0
c1cc(ccc1[C@H]2c3c(nc(s3)[S-])S[C@@H]4[C@@H]2C(=NC4=O)[O-])F,C40475620,0
Cc1c(sc(n1)CC(=O)[O-])C(=O)[O-],C57902415,0
CCCc1c(sc(n1)CC(=O)[O-])C(=O)[O-],C57902911,0
C1(C(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],C00161360,0
C([C@H](C[P@@H](=O)[O-])C(=O)[O-])C(=O)[O-],C20157033,0
c1c(cc(c(cc1=O)[O-])[O-])C(=O)[O-],C30724270,0
C(=C(C(=O)[O-])C(=O)[O-])(C(=O)[O-])C(=O)[O-],C38613474,0
c\1cc(=O)/c(=N/[O-])/c(=O)/c1=N\[O-],C59942181,0
c1cc(nc(c1)[C@H](F)P(=O)([O-])[O-])[C@H](F)P(=O)([O-])[O-],C27562932,0
c1(c(nnc(n1)C(=O)[O-])C(=O)[O-])C(=O)[O-],C62721407,0
CC/C(=N\CCN1CCCCC1)/c2c(nc(nc2[O-])[O-])[O-],C19365052,0
CC/C(=N\CCCN(C)C)/c1c(nc(nc1[O-])[O-])[O-],C20326488,0
CC1=N[C@@H](C(=N1)C(=O)[O-])C(=O)[O-],C64899081,0
c1cc(ccc1c2ccc(nc2)C(=O)[O-])C(=O)[O-],C65347760,0
C[C@@H]1[C@H]([C@@H](C=CO1)O)O,C04945836,0
C[C@@H]1C([C@H](S1)C)O,C01587267,0
C1[C@H]2[C@H](C=C[C@@H](O1)O2)O,C06158207,0
Cc1nc(nc(n1)N)C,C00163084,0
C=NCC(=S)N,C01410603,0
CNC(=S)N(C)C,C01564460,0
C[C@@H]1[C@@H](O1)CO,C01666450,0
CO/C=C/C#C,C01692444,0
c1cc(c2nncn2c1)N,C01705761,0
Cc1[nH]c2c(n1)nccn2,C01761937,0
c1nc(no1)CCl,C02169235,0
CC(C)(C)ON,C02168687,0
c1cnn(c1)CC=O,C02537468,0
c1c(sc(n1)N)C=O,C02577861,0
Cc1ccc2c(n1)[nH]cn2,C04243239,0
c1csc(n1)CO,C04277257,0
CC/C=N/NC,C05459592,0
c1c(noc1N)C2CC2,C08754327,0
C1C=CC(=C1)CO,C12358631,0
C/C(=N\O)/C=N\O,C18178701,0
C1CN2CCCN2C1,C19167321,0
C1COCCN1CC#N,C19480089,0
C(=O)NC=O,C06360404,0
CCn1cncn1,C21985098,0
C1C=CNN1,C01847868,0
C=CS(=O)(=O)N,C32151480,0
Cn1ncc[n+]1[O-],C32603165,0
C1C[C@@](COC1)(C#N)N,C34549447,0
c1c(nco1)CO,C34770391,0
c1coc(cc1=O)C=O,C35245812,0
C1[C@H](C1(F)F)N,C35598503,0
c1nc2n(n1)C[C@@H](C2)O,C36458517,0
c1ccn(c1)C#N,C37624078,0
C=CCCC#N,C02034589,0
Cc1cnc(nc1)NO,C39052344,0
C1C2=CN=NC2=NC=N1,C39053838,0
C[C@@H]1C(=O)OC(=N1)C=C,C39072717,0
C[C@H]1NNC(=S)N1C,C39077916,0
C=C1C=CCC(=S)N1,C39116630,0
C1=C([C@H](N=C1)N)C#N,C39118279,0
C1CC2(C1)[C@@H](O2)CO,C39132010,0
CC[C@H]1[C@](O1)(CO)C#N,C39132086,0
[H]/N=C\Cc1nccs1,C39134460,0
[H]/N=C\Cc1cncs1,C39134461,0
Cc1cnc(s1)C#N,C39134773,0
C[C@H]([C@H](C(C)C)O)O,C32219576,0
Cc1cc(=S)cc[nH]1,C45814779,0
C1COC[C@H]1C2(CC2)O,C54346568,0
[H]/N=C(\CC)/OC,C37927962,0
C1(=NC(=O)N=N1)Cl,C63795447,0
C1[C@@H]([C@@](C(=O)O1)(CBr)Br)C(=O)[O-],C05081614,0
c1cc(ccc1CC2=N[C@H](CS2)C(=O)[O-])n3ccnc3,C04025498,0
CO[C@H]1C[C@H](N(C1)c2c(cccn2)Cl)C(=O)[O-],C19441760,0
Cc1cc(c(c(c1)C)C(=O)N2C[C@H](C[C@@H]2C(=O)[O-])OC)C,C19514480,0
C#CCn1cc(c(=O)c2c1c(c(c(c2)F)F)F)C(=O)[O-],C34474505,0
c1cc(c(cc1N2C(=O)CCCC2=O)C(=O)[O-])F,C37592669,0
CCC[C@@](C)(C(=O)[O-])N1C(=O)CC2(CCCC2)CC1=O,C40223700,0
CCOC1CCN(CC1)C(=O)[C@H]2C[C@@H]2C(=O)[O-],C40689673,0
CC1CCC(CC1)(C(=O)[O-])N2C(=O)C[C@@](C2=O)(C)C(C)C,C41033473,0
C[C@@H]1CCC[C@@](C1)(C(=O)[O-])N2C(=O)CC3(C2=O)CCCC3,C41034986,0
C[C@H]1C(=O)N(c2ccccc2O1)[C@]3(CCSC3)C(=O)[O-],C41910871,0
c1ccc2c(c1)CC[C@](C2)(C(=O)[O-])N3C(=O)CCCC3=O,C41913425,0
C[C@@](C1CC1)(C(=O)[O-])N2C(=O)CCCCC2=O,C41913559,0
C[C@](C1CC1)(C(=O)[O-])N2C(=O)CCCCC2=O,C41913562,0
C[C@@H]1C[C@@](CC(C1)(C)C)(C(=O)[O-])N2CCCS2(=O)=O,C41914133,0
c1cc2cc(cc(c2nc1)CN3CCO[C@@H](C3)C(=O)[O-])F,C43703863,0
CC[C@@H](C(=O)[O-])N(C)C(=O)c1ccc(nc1)C(F)(F)F,C44617062,0
CC[C@H](C(=O)[O-])N(C)S(=O)(=O)c1ccccc1F,C44618682,0
C1CCC(C1)(CC(=O)N2CCS(=O)CC2)CC(=O)[O-],C49692595,0
c1cc(ccc1/C=C/C(=O)[O-])C(=O)N2CCS(=O)CC2,C49693378,0
CN(c1ccccc1F)C2(CCS(=O)(=O)CC2)C(=O)[O-],C50011070,0
C1C[C@H](OC1)CCN2C[C@@H](CCC2=O)C(=O)[O-],C51603851,0
CN1CCN(C1=O)[C@]2(CCc3ccccc3C2)C(=O)[O-],C52886080,0
C[C@H](C(=O)[O-])N(C)C(=O)c1cc(ccc1Br)F,C54050899,0
C[C@@H](C(=O)[O-])N(C)C(=O)c1ccc(cc1)OC(F)F,C54051006,0
C[C@@H](C(=O)[O-])N(C)C(=O)c1cc(cnc1)Br,C54051322,0
C[C@@H](C(=O)[O-])N(C)C(=O)c1cc(sc1)Br,C54051356,0
C[C@@H](C(=O)[O-])N(C)C(=O)c1ccc(nc1)Cl,C54052032,0
C[C@H](C(=O)[O-])N(C)C(=O)c1cc(cc(c1)Br)F,C54052741,0
C[C@@H](C(=O)[O-])N(C)C(=O)c1cc(cn1C(C)C)Cl,C54052788,0
Cc1ccc(cc1C)C(=O)CCS(=O)(=O)[O-],C57533895,0
c1ccc(c(c1)[C@@H](CC(=O)[O-])C[N+](=O)[O-])Cl,C57534360,0
c1cc(sc1)[C@@H](CC(=O)N2CCCC2)CC(=O)[O-],C57555499,0
Cc1ccccc1[C@H](CC(=O)N2CCOCC2)CC(=O)[O-],C57604258,0
Cc1ccc(cc1)[C@H](CC(=O)N2CCOCC2)CC(=O)[O-],C57604266,0
c1ccc(c(c1)[C@@H](CC(=O)N2CCOCC2)CC(=O)[O-])F,C57623135,0
CCN(C(=O)c1cccc2c1cccn2)C(C)(C)C(=O)[O-],C61149647,0
CCn1cc(cc1C(=O)N(CC)C(C)(C)C(=O)[O-])Cl,C61149703,0
CCN(C(=O)Cc1cccnc1)C(C)(C)C(=O)[O-],C61149730,0
CC(C)(C(=O)[O-])N(C)C(=O)c1ccc(cc1)Br,C61149919,0
CC(C)(C(=O)[O-])N(C)C(=O)c1cccc(c1)OC(F)F,C61150178,0
CC(C)(C(=O)[O-])N(C)C(=O)C1(CC1)c2ccccc2,C61150406,0
CC(C)(C(=O)[O-])N(C)C(=O)c1cc(ccc1Cl)SC,C61150895,0
Cc1ccc(cc1)S(=O)(=O)N(C)C(C)(C)C(=O)[O-],C61151600,0
CC1CCC(CC1)N(C)C(=O)N(C)C(C)(C)C(=O)[O-],C61174907,0
CC(C)Oc1cccc(c1)C(=O)N(C)C(C)(C)C(=O)[O-],C61665990,0
C[C@@H]1CCCC[C@@]1(C(=O)[O-])N2C(=O)CC(CC2=O)(C)C,C61828359,0
C[C@H]1C=C[C@@H]2[C@@H]([C@@H]1C(=O)[O-])C(=O)N(C2=O)C(C)C,C38342239,0
Cc1c(c(n(n1)C)C)[C@@H](CC(=O)[O-])C(F)(F)F,C62944030,0
C[C@@H]1C=C[C@H]2[C@@H]([C@@H]1C(=O)[O-])C(=O)N(C2=O)C(C)C,C38342238,0
c1nc(c2c(n1)n(cn2)[C@@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)NCCO,C01685071,0
Cc1cc(c(c(n1)SCC(=O)NN)C(=O)NN)CO,C04727119,0
C([C@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C05224796,0
Cc1ccc(cc1)S(=O)(=O)OC[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)OC)[NH3+])O)O,C04531016,0
Cn1c2c(c(=O)n(c1=O)C)nc([nH]2)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,C08612351,0
C[C@@]1([C@@]([C@@]([C@@]([C@@](O1)(C)OC[C@@]2([C@@]([C@]([C@@](O2)(CO)O)(C)O)(C)O)C)(C)O)(C)O)(C)O)CO,C09970297,0
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C12358861,0
CCN1[C@H]([C@@H](N(C1=O)CC)NNC(=S)N)NNC(=S)N,C03671552,0
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@@H](O2)CO)O)O)CO)O)O)O)O,C13518854,0
CO[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,C14585836,0
c1cc[n+](cc1)CC(=O)N/N=C(\[C@H]2C(=O)NC(=O)N2)/C(=O)N,C17214669,0
COc1cc2c(cc1OC)n(c(n2)CC[NH3+])C[C@@H](CO)O,C19751936,0
CCC[C@@H](c1nc2cc(c(cc2n1C[C@@H](CO)O)OC)OC)[NH3+],C19752385,0
C([C@@H](C(=O)N)SS[C@@H](CC(=O)N)C(=O)N)C(=O)N,C22058226,0
c1ccc2c(c1)cnn3c2nnc3[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,C22059961,0
c1cc(ccc1C(=O)OCC(=O)NC(=O)N)S(=O)(=O)N,C24801125,0
CCCCn1c(c(c(=O)[nH]c1=O)N(CC)CCC(=O)NC(=O)N)N,C24956315,0
Cn1cc(cc1C(=O)N)S(=O)(=O)Nc2ccc(cc2)C(=O)N,C28196295,0
CS(=O)(=O)NCCNS(=O)(=O)Cc1ccc(cc1)C[NH3+],C35798010,0
CO[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,C36378883,0
CNC(=O)CNS(=O)(=O)c1c(nc2n1ccs2)NN,C37556345,0
C1C[NH2+]CCC1CCS(=O)(=O)NCCS(=O)(=O)N,C37663707,0
CC(=O)O[C@]1(C[C@H]([C@]2([C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)C,C08952339,0
C[C@H](C[NH+](CCN(C[C@@H](C)O)C[C@H](C)O)C[C@@H](C)O)O,C22583252,0
CO[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)S[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,C38664840,0
Cc1c(c2ccccc2n1C[C@@H]([NH+]3CCC(CC3)C)[O-])[C@H](C[NH3+])N,C44474152,0
Cc1c(c2ccccc2n1C[C@@H]([NH+]3CCCCCC3)[O-])[C@H](C[NH3+])N,C44474237,0
CNC(=O)CCNS(=O)(=O)c1cc(cnc1)C#CC[NH3+],C45015518,0
c1cc(cc(c1)S(=O)(=O)NCCCS(=O)(=O)N)N,C45067893,0
Cc1c(c(=O)[nH]c(n1)C)[C@@H](C)[NH2+]CCCS(=O)(=O)N,C45070198,0
CCn1c(c(c(=O)[nH]c1=O)NCCCCn2cc[nH+]c2)N,C45108223,0
Cn1cc[nH+]c1CCNc2cc(cc(c2)S(=O)(=O)N)N,C45118516,0
C1CC[NH+](CC1)CCNC(=O)NNC(=O)C(=O)NC2CC2,C45209459,0
CC(C)NC(=O)C(=O)NNC(=O)CCCCNC(=O)N,C47831340,0
CS(=O)(=O)NCCNC(=O)c1c2cc(ccc2[nH]n1)N,C48278226,0
c1c[nH]nc1CNC(=O)C(=O)Nc2c(ccs2)C(=O)N,C48513293,0
COCCn1c(c(c(=O)[nH]c1=O)N[C@H]2CCCNC2=O)N,C50396554,0
c1cc(c(cc1[N+](=O)[O-])S(=O)(=O)NCCCS(=O)(=O)N)N,C50670931,0
c1c(cnc(c1C(=O)NCCC(=O)N)NN)Br,C51128714,0
CN(C)C1=C(N[C@H]2[C@@H](N1)NON2)N(C)CCc3[nH]c4cc(ccc4n3)F,C39354673,0
C[C@@H](c1nc2cc(ccc2n1CCCS(=O)(=O)N)N)O,C53736899,0
C[C@H](c1nc2cc(ccc2n1CCCS(=O)(=O)N)N)O,C53736901,0
c1c(n[nH]n1)SCCNC(=O)[C@H]2CCC[NH+](C2)CC(=O)N,C55054113,0
CCCNc1c(nns1)CN(CC(=O)N)CC(=O)N,C61808515,0
C[NH+](CCNc1c(n(c(=O)[nH]c1=O)CCOC)N)C2CC2,C62010233,0
C[NH+](CCNS(=O)(=O)c1cnc(nc1)NN)C2CC2,C62010800,0
c1cc2c(cc1[C@H](C[NH+](CCO)CCO)O)NC(=O)CO2,C62353886,0
C[C@H]1C2=C([C@H](O[C@@H]2C)NC(=O)CS[C@@H]3NN=C(N3C)c4cc[nH+]cc4)C(=O)NN1,C39781306,0
C1CC2=C(C1)S[C@@H]([C@H]2C(=O)N)NC(=O)CSC3=NC(=O)CC(=N3)N,C63234651,0
c1cc(ccc1C(=O)NCC(=O)N)NC(=O)c2ccc(=O)[nH]c2,C63665810,0
c1ccc(cc1)Cc2cc(c(c(c2)[N+](=O)[O-])[O-])/C=C/3\C(=O)N(C(=S)S3)Cc4ccccc4,C08749207,0
CCN\1C(=O)/C(=C\c2cc(ccc2OCC(=O)[O-])Br)/S/C1=N\c3ccc(cc3)F,C12349984,0
CC(=O)N(c1ccc(cc1F)F)c2nc(cs2)/C=C(\CC(=O)[O-])/c3nc4ccccc4s3,C12783222,0
c1cc(ccc1C(=O)[O-])n2c(=O)c(c(cn2)Oc3cc(cc(c3)C(F)(F)F)C(F)(F)F)Cl,C13037175,0
c1cc(ccc1c2ccc(o2)/C=C(/c3ccc(s3)S(=O)(=O)N4CCCCC4)\C(=O)[O-])Cl,C13344087,0
c1ccc(c(c1)c2nnc(n2c3ccccc3Cl)SCc4nc(cs4)C(=O)[O-])Cl,C16463099,0
COc1cc(cc(c1OCC=C)Br)/C=C/2\C(=NC(=S)N(C2=O)c3ccccc3)[O-],C19877709,0
CCOc1ccc2c(c1)sc(n2)N3[C@@H](C(=C(C3=O)[O-])C(=O)c4ccc(cc4)F)c5cccc(c5)F,C08894132,0
CCOc1ccc(cc1)C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)F)c4nc5ccc(cc5s4)F)[O-],C09234802,0
C=CCn1c(=O)c2ccc(cc2nc1[S-])C(=O)N3CCN(CC3)Cc4ccc(cc4)C(F)(F)F,C12393194,0
CCOc1cc(cc(c1OCC)Br)/C=C/2\C(=NC(=S)N(C2=O)c3ccccc3)[O-],C22130569,0
c1cc(cc(c1)Cl)CSc2nc(cc(n2)[O-])CC(=O)N3CCN(CC3)c4ccc(cc4)F,C23242756,0
CCOc1cccc(c1)[C@@H]2C(=C(C(=O)N2c3ccc(cc3)F)[O-])S(=O)(=O)c4ccc(cc4)Cl,C24193204,0
CN(Cc1cn(nc1c2ccc(cc2)Cl)c3ccccc3)C(=O)c4ccc(nc4[O-])C(F)(F)F,C25010807,0
CCOc1cccc(c1)C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)Br)c4nccs4)[O-],C33490069,0
CCOc1ccc(cc1)[C@@H]2C(=C(C(=O)N2c3nc4ccc(cc4s3)F)[O-])C(=O)c5cccs5,C34917235,0
